area_type,Available month,Available status,availability,location,Sizes,bath,balcony,price,Total_Sqft
Super built-up  Area, ,Ready To Move,Ready To Move,Sarjapur,2 BHK,2,1,32.00,913.00
Super built-up  Area,December,Scheduled dates,21-Dec,Talaghattapura,3 BHK,3,2,131.00,1868.00
Built-up  Area, ,Ready To Move,Ready To Move,Kengeri Satellite Town,2 BHK,2,1,45.00,883.00
Plot  Area, ,Ready To Move,Ready To Move,Sundara Nagar,2 BHK,2,1,110.00,900.00
Super built-up  Area, ,Ready To Move,Ready To Move,Kogilu,3 BHK,2,3,73.95,1664.00
Super built-up  Area, ,Ready To Move,Ready To Move,Hegde Nagar,3 BHK,3,2,132.00,2026.00
Super built-up  Area, ,Ready To Move,Ready To Move,Balagere,2 BHK,2,1,80.90,1210.00
Plot  Area, ,Ready To Move,Ready To Move,Meenakunte,4 BHK,4,2,250.00,4111.00
Super built-up  Area, ,Ready To Move,Ready To Move,Kadugodi,3 BHK,3,3,91.45,1762.00
Super built-up  Area, ,Ready To Move,Ready To Move,Jigani,3 BHK,3,3,55.00,1252.00
Built-up  Area, ,Ready To Move,Ready To Move,Gollarapalya Hosahalli,2 BHK,2,1,34.50,861.00
Built-up  Area, ,Ready To Move,Ready To Move,7th Phase JP Nagar,3 BHK,2,1,100.00,1420.00
Plot  Area, ,Ready To Move,Ready To Move,Srirampura,6 BHK,6,0,250.00,1450.00
Built-up  Area, ,Ready To Move,Ready To Move,Electronics City Phase 1,3 BHK,3,1,78.80,1490.00
Super built-up  Area, ,Ready To Move,Ready To Move,Bisuvanahalli,3 BHK,2,1,46.00,1075.00
Super built-up  Area,August,Scheduled dates,18-Aug,Old Madras Road,3 BHK,2,2,94.00,1425.00
Built-up  Area, ,Ready To Move,Ready To Move,Kalena Agrahara,2 BHK,2,1,40.00,1200.00
Super built-up  Area, ,Ready To Move,Ready To Move,Kaggadasapura,3 BHK,2,2,56.00,1280.00
Super built-up  Area, ,Ready To Move,Ready To Move,Silver Springs Layout,2 BHK,2,2,50.00,1084.00
Super built-up  Area,July,Scheduled dates,18-Jul,Chandapura,2 BHK,2,2,25.88,1015.00
Super built-up  Area,May,Scheduled dates,21-May,Kanakpura Road,2 BHK,2,1,51.25,1017.00
Super built-up  Area, ,Ready To Move,Ready To Move,Haralur Road,2 BHK,2,2,44.00,1027.00
Super built-up  Area, ,Ready To Move,Ready To Move,Electronic City Phase II,2 BHK,2,2,45.00,1069.00
Super built-up  Area, ,Ready To Move,Ready To Move,Hebbal,2 BHK,2,1,98.20,1349.00
Super built-up  Area, ,Ready To Move,Ready To Move,9th Phase JP Nagar,2 BHK,2,1,50.00,1005.00
Super built-up  Area, ,Ready To Move,Ready To Move,Jakkur,2 BHK,2,3,75.00,1417.00
Plot  Area,January,Scheduled dates,18-Jan,TC Palaya,3 BHK,3,1,98.00,1475.00
Carpet  Area, ,Ready To Move,Ready To Move,Maruthi Sevanagar,2 BHK,2,2,47.00,950.00
Super built-up  Area, ,Ready To Move,Ready To Move,RMV 2nd Stage,4 BHK,4,0,120.00,2000.00
Plot  Area, ,Ready To Move,Ready To Move,Giri Nagar,3 BHK,3,1,140.00,880.00
Super built-up  Area, ,Ready To Move,Ready To Move,Sarjapur  Road,4 BHK,3,2,104.00,1863.00
Super built-up  Area, ,Ready To Move,Ready To Move,Singasandra,2 BHK,2,1,29.50,1010.00
Super built-up  Area, ,Ready To Move,Ready To Move,Kalena Agrahara,3 BHK,2,1,70.00,1425.00
Super built-up  Area, ,Ready To Move,Ready To Move,Vijayanagar,3 BHK,3,0,100.00,1450.00
Super built-up  Area, ,Ready To Move,Ready To Move,Kothanur,3 BHK,3,2,105.00,1847.00
Super built-up  Area, ,Ready To Move,Ready To Move,AECS Layout,2 BHK,2,3,45.00,1100.00
Super built-up  Area,December,Scheduled dates,20-Dec,Kanakpura Road,1 BHK,1,1,26.00,525.00
Super built-up  Area, ,Ready To Move,Ready To Move,Mallasandra,3 BHK,3,2,95.00,1665.00
Super built-up  Area, ,Ready To Move,Ready To Move,Begur,4 BHK,4,3,65.00,1664.00
Super built-up  Area, ,Ready To Move,Ready To Move,JP Nagar,3 BHK,3,3,150.00,1850.00
Super built-up  Area, ,Ready To Move,Ready To Move,Panathur,2 BHK,2,3,100.00,1438.00
Super built-up  Area, ,Ready To Move,Ready To Move,Sunder Ram Shetty Nagar,3 BHK,3,3,115.00,1560.00
Super built-up  Area,April,Scheduled dates,18-Apr,Yelahanka,2 BHK,2,1,55.55,1350.00
Super built-up  Area, ,Ready To Move,Ready To Move,Kanakpura Road,3 BHK,3,3,67.00,1550.00
Super built-up  Area,April,Scheduled dates,18-Apr,Malleshpalya,2 BHK,2,2,46.50,1140.00
Plot  Area, ,Ready To Move,Ready To Move,Srirampura,5 BHK,5,2,180.00,1200.00
Super built-up  Area,December,Scheduled dates,18-Dec,Kodathi,2 BHK,2,2,27.00,850.00
Super built-up  Area, ,Ready To Move,Ready To Move,Whitefield,2 BHK,2,2,75.00,1280.00
Built-up  Area, ,Ready To Move,Ready To Move,Munnekollal,2 BHK,2,2,52.00,1170.00
Super built-up  Area, ,Ready To Move,Ready To Move,Motappa Layout,2 BHK,2,1,51.00,1113.00
Super built-up  Area, ,Ready To Move,Ready To Move,Hennur Road,2 BHK,2,1,83.09,1385.00
Super built-up  Area,April,Scheduled dates,18-Apr,Electronic City,2 BHK,2,1,65.00,1128.00
Plot  Area, ,Ready To Move,Ready To Move,Marathahalli,2 BHK,2,2,128.00,1200.00
Plot  Area, ,Ready To Move,Ready To Move,Akshaya Vana,4 BHK,4,3,165.00,1200.00
Super built-up  Area, ,Ready To Move,Ready To Move,Rajaji Nagar,3 BHK,3,2,415.00,2390.00
Plot  Area, ,Ready To Move,Ready To Move,Giri Nagar,4 BHK,4,1,400.00,2400.00
Super built-up  Area, ,Ready To Move,Ready To Move,Haralur Road,3 BHK,3,2,56.00,1464.00
Super built-up  Area, ,Ready To Move,Ready To Move,Manayata Tech Park,2 BHK,2,2,55.00,1200.00
Super built-up  Area, ,Ready To Move,Ready To Move,Kaval Byrasandra,2 BHK,2,2,52.00,1200.00
Super built-up  Area, ,Ready To Move,Ready To Move,Kaggalipura,3 BHK,2,1,55.00,1150.00
Built-up  Area, ,Ready To Move,Ready To Move,Basavanna Nagar,3 BHK,3,2,95.00,1645.00
Super built-up  Area,March,Scheduled dates,20-Mar,Sarjapur  Road,2 BHK,2,1,67.00,1000.00
Plot  Area, ,Ready To Move,Ready To Move,Haralur Road,4 BHK,4,2,198.00,2650.00
Super built-up  Area, ,Ready To Move,Ready To Move,6th Phase JP Nagar,2 BHK,2,2,74.00,1192.00
Super built-up  Area, ,Ready To Move,Ready To Move,Ulsoor,3 BHK,3,2,215.00,2135.00
Super built-up  Area,December,Scheduled dates,19-Dec,Whitefield,2 BHK,2,1,58.00,1173.00
Built-up  Area, ,Ready To Move,Ready To Move,Uttarahalli,2 BHK,2,2,45.00,1020.00
Super built-up  Area, ,Ready To Move,Ready To Move,Thigalarapalya,4 BHK,6,2,230.00,3122.00
Super built-up  Area, ,Ready To Move,Ready To Move,Somasundara Palya,3 BHK,3,3,64.00,1600.00
Plot  Area,March,Scheduled dates,18-Mar,T.C PALYA,2 BHK,2,0,79.00,1200.00
Carpet  Area, ,Ready To Move,Ready To Move,Muneshwara Nagar,2 BHK,2,3,48.00,1230.00
Super built-up  Area, ,Ready To Move,Ready To Move, Devarachikkanahalli,2 BHK,2,2,40.00,1250.00
Super built-up  Area, ,Ready To Move,Ready To Move,Kalena Agrahara,2 BHK,2,2,76.00,1325.00
Built-up  Area, ,Ready To Move,Ready To Move,7th Phase JP Nagar,3 BHK,3,1,150.00,1850.00
Super built-up  Area, ,Ready To Move,Ready To Move,Basaveshwara Nagar,2 BHK,2,2,65.00,1200.00
Plot  Area, ,Ready To Move,Ready To Move,Bull Temple Road,3 BHK,2,0,140.00,1350.00
Super built-up  Area,June,Scheduled dates,18-Jun,Bommasandra,3 BHK,3,1,49.36,1260.00
Super built-up  Area, ,Ready To Move,Ready To Move,Prashanth Nagar,3 BHK,3,0,150.00,1800.00
Plot  Area,December,Scheduled dates,18-Dec,Suragajakkanahalli,3 BHK,3,2,74.00,11.00
Built-up  Area, ,Ready To Move,Ready To Move,Ardendale,2 BHK,2,1,43.25,1100.00
Super built-up  Area, ,Ready To Move,Ready To Move,Harlur,2 BHK,2,1,77.00,1508.00
Carpet  Area, ,Ready To Move,Ready To Move,Sampigehalli,3 BHK,3,2,75.00,1592.00
Super built-up  Area, ,Ready To Move,Ready To Move,Akshaya Nagar,2 BHK,2,3,57.00,1388.00
Super built-up  Area,May,Scheduled dates,18-May,Electronic City Phase II,1 BHK,1,1,28.35,630.00
Plot  Area, ,Ready To Move,Ready To Move,RMV,3 BHK,3,2,365.00,2000.00
Super built-up  Area, ,Ready To Move,Ready To Move,Banashankari3rd stage bigbazar,3 BHK,3,1,125.00,1762.00
Super built-up  Area,December,Scheduled dates,21-Dec,Bagalur Main Road,2 BHK,2,2,50.00,950.00
Super built-up  Area, ,Ready To Move,Ready To Move,Kodihalli,4 BHK,5,3,335.00,3252.00
Super built-up  Area,August,Scheduled dates,18-Aug,Magadi Road,2 BHK,2,1,50.00,1116.00
Super built-up  Area, ,Ready To Move,Ready To Move,Narayanapura,2 BHK,2,2,89.04,1308.00
Super built-up  Area, ,Ready To Move,Ready To Move,MS Pallya,3 BHK,3,0,90.00,1200.00
Plot  Area, ,Ready To Move,Ready To Move,Binny Mills Employees Colony,4 BHK,4,2,230.00,1500.00
Built-up  Area, ,Ready To Move,Ready To Move,Bannerghatta Road,1 BHK,1,1,18.50,500.00
Super built-up  Area, ,Ready To Move,Ready To Move,Hennur,2 BHK,2,1,52.00,1075.00
Super built-up  Area,March,Scheduled dates,18-Mar,Chandapura,1 BHK,1,0,11.66,530.00
Built-up  Area, ,Ready To Move,Ready To Move,Bellandur,2 BHK,2,3,66.00,1205.00
Super built-up  Area, ,Ready To Move,Ready To Move,5th Phase JP Nagar,2 BHK,2,2,60.00,1075.00
Built-up  Area, ,Ready To Move,Ready To Move,KR Puram,2 BHK,2,2,39.00,930.00
Super built-up  Area, ,Ready To Move,Ready To Move,Balagere,2 BHK,2,1,60.00,1380.00
Super built-up  Area, ,Ready To Move,Ready To Move,Hebbal,4 BHK,5,2,212.00,2483.00
Built-up  Area, ,Ready To Move,Ready To Move,Kodigehaali,2 BHK,2,2,55.00,1166.00
Super built-up  Area, ,Ready To Move,Ready To Move,Bannerghatta Road,2 BHK,2,1,65.00,1050.00
Super built-up  Area,March,Scheduled dates,19-Mar,Gopalapura,3 BHK,3,2,275.00,2023.71
Super built-up  Area, ,Ready To Move,Ready To Move,Begur Road,2 BHK,2,2,46.80,1200.00
Super built-up  Area, ,Ready To Move,Ready To Move,Lakshminarayana Pura,3 BHK,2,1,108.00,1600.00
Super built-up  Area, ,Ready To Move,Ready To Move,Billekahalli,3 BHK,3,2,110.00,1935.00
Super built-up  Area,May,Scheduled dates,18-May,8th Phase JP Nagar,1 BHK,1,0,29.90,451.00
Super built-up  Area, ,Ready To Move,Ready To Move,Electronic City,3 BHK,3,2,95.00,1800.00
Super built-up  Area,May,Scheduled dates,18-May,Jalahalli,3 BHK,3,0,77.00,1400.00
Super built-up  Area, ,Ready To Move,Ready To Move,Hegde Nagar,3 BHK,3,2,115.00,1801.00
Built-up  Area, ,Ready To Move,Ready To Move,Mahadevpura,2 BHK,2,Not Provided,90.00,1451.00
Plot  Area,January,Scheduled dates,19-Jan,Anekal,2 BHK,1,1,36.00,1200.00
Super built-up  Area, ,Ready To Move,Ready To Move,Begur Road,2 BHK,2,2,44.00,1160.00
Built-up  Area, ,Ready To Move,Ready To Move,Kengeri,2 BHK,2,1,25.00,1000.00
Super built-up  Area, ,Ready To Move,Ready To Move,Kanakpura Road,2 BHK,2,1,40.00,950.00
Built-up  Area,December,Scheduled dates,20-Dec,"Hoodi Circle, ",3 BHK,3,2,79.00,1629.00
Built-up  Area, ,Ready To Move,Ready To Move,Vijayanagar,3 BHK,2,0,134.00,1580.00
Super built-up  Area,June,Scheduled dates,21-Jun,Vijayanagar,3 BHK,3,2,121.00,1826.00
Built-up  Area, ,Ready To Move,Ready To Move,7th Phase JP Nagar,2 BHK,2,1,94.00,1245.00
Super built-up  Area, ,Ready To Move,Ready To Move,Raja Rajeshwari Nagar,2 BHK,2,2,45.79,1145.00
Super built-up  Area, ,Ready To Move,Ready To Move,Sompura,2 BHK,2,1,33.00,825.00
Super built-up  Area,August,Scheduled dates,18-Aug,Yeshwanthpur,3 BHK,3,3,108.00,1693.00
Super built-up  Area, ,Ready To Move,Ready To Move,Electronics City Phase 1,2 BHK,2,2,53.00,1113.27
Built-up  Area, ,Ready To Move,Ready To Move,Ashirvad Colony,2 BHK,2,1,58.00,1460.00
Built-up  Area, ,Ready To Move,Ready To Move,Doddathoguru,2 BHK,2,1,32.00,1050.00
Built-up  Area, ,Ready To Move,Ready To Move,Dodda Nekkundi,2 BHK,2,2,55.00,1260.00
Super built-up  Area, ,Ready To Move,Ready To Move,K N Extension,6 BHK,3,Not Provided,120.00,700.00
Built-up  Area, ,Ready To Move,Ready To Move,Hosur Road,2 BHK,2,1,120.00,1656.00
Super built-up  Area, ,Ready To Move,Ready To Move,Chandapura,3 BHK,3,1,45.00,1208.00
Super built-up  Area, ,Ready To Move,Ready To Move,Whitefield,3 BHK,3,2,161.00,1910.00
Super built-up  Area, ,Ready To Move,Ready To Move,Whitefield,4 BHK,4,1,230.00,3252.00
Plot  Area, ,Ready To Move,Ready To Move,Battarahalli,2 BHK,2,1,65.00,1200.00
Super built-up  Area, ,Ready To Move,Ready To Move,Gokula Extension,4 BHK,4,1,175.00,1200.00
Super built-up  Area, ,Ready To Move,Ready To Move,7th Phase JP Nagar,2 BHK,2,1,82.00,1175.00
Plot  Area, ,Ready To Move,Ready To Move,Kamakshipalya,2 BHK,2,0,165.00,1000.00
Plot  Area, ,Ready To Move,Ready To Move,Bannerghatta Road,4 BHK,2,0,125.00,1200.00
Super built-up  Area, ,Ready To Move,Ready To Move,Rajaji Nagar,3 BHK,3,2,410.00,2390.00
Super built-up  Area,January,Scheduled dates,19-Jan,Rajaji Nagar,7 BHK,6,3,2200.00,12000.00
Plot  Area, ,Ready To Move,Ready To Move,Sultan Palaya,2 BHK,1,1,62.00,550.00
Super built-up  Area, ,Ready To Move,Ready To Move,Sanne Amanikere,2 BHK,2,Not Provided,38.00,1185.00
Super built-up  Area, ,Ready To Move,Ready To Move,Kengeri,2 BHK,2,1,38.00,750.00
Plot  Area, ,Ready To Move,Ready To Move,Mahalakshmi Layout,6 BHK,7,3,250.00,1200.00
Super built-up  Area, ,Ready To Move,Ready To Move,Kanakpura Road,3 BHK,3,3,64.50,1550.00
Built-up  Area, ,Ready To Move,Ready To Move,Amco Colony,3 BHK,3,2,88.00,1760.00
Super built-up  Area, ,Ready To Move,Ready To Move,Billekahalli,2 BHK,2,2,62.00,1125.00
Plot  Area, ,Ready To Move,Ready To Move,Nagarbhavi,3 BHK,3,2,150.00,1350.00
Plot  Area,December,Scheduled dates,17-Dec,Anandapura,2 BHK,2,1,55.00,1000.00
Built-up  Area,August,Scheduled dates,18-Aug,Bommasandra Industrial Area,2 BHK,2,2,31.48,1090.00
Plot  Area, ,Ready To Move,Ready To Move,TC Palaya,2 BHK,2,0,60.00,1200.00
Super built-up  Area, ,Ready To Move,Ready To Move,Budigere,3 BHK,4,2,103.00,1991.00
Super built-up  Area,October,Scheduled dates,18-Oct,Bommasandra,2 BHK,2,1,26.50,1060.00
Super built-up  Area, ,Ready To Move,Ready To Move,Ambalipura,2 BHK,2,1,75.00,1105.00
Built-up  Area, ,Ready To Move,Ready To Move,Hoodi,2 BHK,2,2,67.00,985.00
Plot  Area, ,Ready To Move,Ready To Move,Chandapura,6 BHK,5,3,85.00,1533.00
Super built-up  Area,July,Scheduled dates,17-Jul,Balagere,3 BHK,3,2,79.00,1590.00
Super built-up  Area, ,Ready To Move,Ready To Move,CV Raman Nagar,2 BHK,2,2,55.00,1120.00
Super built-up  Area, ,Ready To Move,Ready To Move,Samethanahalli,2 BHK,2,1,55.00,1069.00
Super built-up  Area, ,Ready To Move,Ready To Move,Marathahalli,3 BHK,3,2,140.00,1933.00
Built-up  Area,March,Scheduled dates,16-Mar,Hosur Road,2 BHK,2,0,69.00,1194.00
Super built-up  Area, ,Ready To Move,Ready To Move,Brookefield,2 BHK,2,3,69.00,1150.00
Super built-up  Area, ,Ready To Move,Ready To Move,Yelenahalli,2 BHK,2,2,47.12,1240.00
Super built-up  Area, ,Ready To Move,Ready To Move,Raja Rajeshwari Nagar,2 BHK,2,2,48.10,1419.00
Plot  Area, ,Ready To Move,Ready To Move,7th Phase JP Nagar,8 BHK,8,Not Provided,250.00,1200.00
Super built-up  Area, ,Ready To Move,Ready To Move,Richmond Town,3 BHK,4,Not Provided,240.00,2150.00
Super built-up  Area, ,Ready To Move,Ready To Move,Suddaguntepalya,3 BHK,3,2,55.00,1450.00
Super built-up  Area,July,Scheduled dates,18-Jul,Udayapur Village,3 BHK,3,2,68.29,1630.00
Super built-up  Area, ,Ready To Move,Ready To Move,Dasanapura,2 BHK,1,1,40.00,708.00
Plot  Area, ,Ready To Move,Ready To Move,Kasavanhalli,3 BHK,4,3,110.00,1000.00
Plot  Area, ,Ready To Move,Ready To Move,Whitefield,4 BHK,4,3,700.00,11890.00
Super built-up  Area, ,Ready To Move,Ready To Move,Bellandur,2 BHK,2,1,76.00,1250.00
Super built-up  Area, ,Ready To Move,Ready To Move,7th Phase JP Nagar,3 BHK,2,1,95.00,1400.00
Super built-up  Area, ,Ready To Move,Ready To Move,Sarjapur  Road,3 BHK,2,3,57.00,1670.00
Super built-up  Area, ,Ready To Move,Ready To Move,Ardendale,3 BHK,3,2,100.00,1750.00
Super built-up  Area, ,Ready To Move,Ready To Move,Vittasandra,2 BHK,2,1,71.00,1404.00
Super built-up  Area, ,Ready To Move,Ready To Move,Hoodi,3 BHK,2,2,95.00,1715.00
Built-up  Area,April,Scheduled dates,18-Apr,Electronic City,1 BHK,1,1,34.65,630.00
Super built-up  Area, ,Ready To Move,Ready To Move,Harlur,3 BHK,3,2,135.00,1752.12
Super built-up  Area, ,Ready To Move,Ready To Move,Hulimavu,3 BHK,3,2,78.00,1650.00
Super built-up  Area, ,Ready To Move,Ready To Move,Raja Rajeshwari Nagar,2 BHK,2,1,55.47,1295.00
Plot  Area, ,Ready To Move,Ready To Move,Giri Nagar,3 BHK,3,2,252.00,1800.00
Super built-up  Area,September,Scheduled dates,18-Sep,Sarjapur  Road,2 BHK,2,1,74.03,1346.00
Plot  Area, ,Ready To Move,Ready To Move,Thippasandra,4 BHK,4,2,200.00,1200.00
Super built-up  Area, ,Ready To Move,Ready To Move,Hormavu,2 BHK,2,2,55.00,1150.00
Built-up  Area, ,Ready To Move,Ready To Move,Chikkabidarakallu,4 BHK,4,3,325.00,3309.00
Super built-up  Area,May,Scheduled dates,18-May,Chandapura,3 BHK,2,2,30.35,1190.00
Super built-up  Area, ,Ready To Move,Ready To Move,AECS Layout,3 BHK,3,2,98.00,1620.00
Super built-up  Area,April,Scheduled dates,18-Apr,Marathahalli,2 BHK,2,1,46.96,950.00
Super built-up  Area, ,Ready To Move,Ready To Move,1 Giri Nagar,11 BHK,9,3,360.00,5000.00
Super built-up  Area, ,Ready To Move,Ready To Move,Harlur,3 BHK,3,0,120.00,2450.00
Super built-up  Area,May,Scheduled dates,18-May,Electronic City Phase II,3 BHK,2,1,35.23,1220.00
Super built-up  Area, ,Ready To Move,Ready To Move,Hoysalanagar,2 BHK,2,1,30.00,850.00
Built-up  Area, ,Ready To Move,Ready To Move,Padmanabhanagar,2 BHK,2,2,63.00,1020.00
Built-up  Area, ,Ready To Move,Ready To Move,Chikkalasandra,2 BHK,2,2,50.00,1100.00
Super built-up  Area, ,Ready To Move,Ready To Move,Defence Colony,2 BHK,2,2,126.00,1150.00
Super built-up  Area,December,Scheduled dates,18-Dec,Hebbal,3 BHK,2,2,130.00,1760.00
Super built-up  Area, ,Ready To Move,Ready To Move,Ambalipura,3 BHK,3,3,110.00,1800.00
Super built-up  Area, ,Ready To Move,Ready To Move,Akshaya Nagar,2 BHK,2,1,54.00,1070.00
Plot  Area, ,Ready To Move,Ready To Move,2nd Stage Nagarbhavi,4 BHK,4,2,220.00,1500.00
Plot  Area, ,Ready To Move,Ready To Move,Vidyaranyapura,2 BHK,2,0,95.00,1440.00
Super built-up  Area, ,Ready To Move,Ready To Move,Amruthahalli,2 BHK,2,1,40.00,900.00
Built-up  Area, ,Ready To Move,Ready To Move,ITI Employees Layout,4 BHK,4,1,230.00,1200.00
Super built-up  Area,May,Scheduled dates,18-May,Whitefield,2 BHK,2,1,42.16,1130.00
Super built-up  Area, ,Ready To Move,Ready To Move,Koramangala,2 BHK,2,1,165.00,1320.00
Super built-up  Area,June,Scheduled dates,19-Jun,Kodigehalli,2 BHK,2,1,98.00,1270.00
Built-up  Area, ,Ready To Move,Ready To Move,Patelappa Layout,2 BHK,2,1,62.00,1200.00
Super built-up  Area, ,Ready To Move,Ready To Move,Ring Road Nagarbhavi,4 BHK,4,Not Provided,235.00,4800.00
Super built-up  Area, ,Ready To Move,Ready To Move,NS Palya,2 BHK,2,1,74.00,1200.00
Super built-up  Area, ,Ready To Move,Ready To Move,Subramanyapura,2 BHK,2,0,50.17,929.00
Built-up  Area, ,Ready To Move,Ready To Move,RMV 2nd Stage,4 BHK,4,2,260.00,1150.00
Plot  Area, ,Ready To Move,Ready To Move,Basavangudi,4 BHK,4,3,180.00,1125.00
Plot  Area, ,Ready To Move,Ready To Move,Kenchenahalli,5 BHK,3,2,65.00,500.00
Plot  Area, ,Ready To Move,Ready To Move,3rd Block Hrbr Layout,5 BHK,5,2,190.00,1200.00
Super built-up  Area, ,Ready To Move,Ready To Move,KUDLU MAIN ROAD,3 BHK,3,2,56.00,1464.00
Super built-up  Area, ,Ready To Move,Ready To Move,7th Phase JP Nagar,4 BHK,4,3,400.00,3600.00
Plot  Area, ,Ready To Move,Ready To Move,Bank Avenue,4 BHK,4,2,99.00,2000.00
Super built-up  Area, ,Ready To Move,Ready To Move,Chikkalasandra,2 BHK,2,1,49.00,1208.00
Super built-up  Area, ,Ready To Move,Ready To Move,Hebbal Kempapura,2 BHK,2,2,60.00,1130.00
Super built-up  Area, ,Ready To Move,Ready To Move,Surabhi Layout,3 BHK,3,2,120.00,1753.00
Super built-up  Area, ,Ready To Move,Ready To Move,Old Madras Road,5 BHK,7,3,337.00,4500.00
Plot  Area, ,Ready To Move,Ready To Move,Banjara Layout,3 BHK,3,2,58.00,600.00
Super built-up  Area,June,Scheduled dates,22-Jun,Hoodi,2 BHK,2,2,94.42,1196.00
Built-up  Area, ,Ready To Move,Ready To Move,5th Phase JP Nagar,2 BHK,3,3,52.50,1150.00
Super built-up  Area,April,Scheduled dates,18-Apr,Electronic City,2 BHK,2,1,63.00,1128.00
Super built-up  Area, ,Ready To Move,Ready To Move,Omkar Nagar,2 BHK,2,1,53.00,1000.00
Super built-up  Area, ,Ready To Move,Ready To Move,Yelahanka,2 BHK,2,1,45.00,1035.00
Built-up  Area, ,Ready To Move,Ready To Move,Kereguddadahalli,2 BHK,2,1,32.00,950.00
Super built-up  Area, ,Ready To Move,Ready To Move,Bisuvanahalli,3 BHK,2,1,36.00,1075.00
Super built-up  Area, ,Ready To Move,Ready To Move,Whitefield,2 BHK,2,1,48.50,1040.00
Plot  Area,October,Scheduled dates,17-Oct,Maragondanahalli,2 BHK,2,1,45.00,720.00
Super built-up  Area, ,Ready To Move,Ready To Move,Lingadheeranahalli,3 BHK,3,1,95.00,1511.00
Built-up  Area, ,Ready To Move,Ready To Move,Silk Board,3 BHK,3,1,58.00,1300.00
Super built-up  Area,December,Scheduled dates,19-Dec,Hoodi,3 BHK,3,1,68.75,1545.00
Built-up  Area, ,Ready To Move,Ready To Move,Shampura,1 BHK,2,0,26.00,375.00
Super built-up  Area, ,Ready To Move,Ready To Move,Vidyaranyapura,2 BHK,2,3,38.00,1062.00
Super built-up  Area, ,Ready To Move,Ready To Move,Kada Agrahara,2 BHK,2,1,40.00,1115.00
Super built-up  Area, ,Ready To Move,Ready To Move,JP Nagar,2 BHK,2,1,35.00,1000.00
Super built-up  Area,May,Scheduled dates,17-May,Kambipura,2 BHK,2,1,45.00,883.00
Super built-up  Area,April,Scheduled dates,19-Apr,Sarjapur  Road,2 BHK,2,1,70.00,1195.00
Plot  Area, ,Ready To Move,Ready To Move,BHEL Layout,4 BHK,3,1,165.00,1200.00
Built-up  Area, ,Ready To Move,Ready To Move,Medahalli,1 BHK,1,0,41.00,700.00
Super built-up  Area, ,Ready To Move,Ready To Move,Vittasandra,2 BHK,2,1,67.00,1246.00
Plot  Area, ,Ready To Move,Ready To Move,8th Phase JP Nagar,4 BHK,4,2,90.00,660.00
Plot  Area, ,Ready To Move,Ready To Move,Banashankari Stage III,4 BHK,4,2,145.00,8500.00
Super built-up  Area, ,Ready To Move,Ready To Move,Kashi Nagar,4 BHK,4,1,80.00,1600.00
